y,time,x,lon,lat,pv
48.0,2005-01-01 00:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-01 00:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-01 00:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-01 00:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-01 00:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-01 01:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-01 01:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-01 01:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-01 01:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-01 01:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-01 02:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-01 02:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-01 02:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-01 02:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-01 02:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-01 03:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-01 03:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-01 03:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-01 03:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-01 03:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-01 04:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-01 04:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-01 04:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-01 04:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-01 04:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-01 05:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-01 05:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-01 05:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-01 05:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-01 05:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-01 06:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-01 06:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-01 06:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-01 06:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-01 06:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-01 07:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-01 07:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-01 07:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-01 07:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-01 07:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-01 08:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-01 08:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-01 08:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-01 08:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-01 08:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-01 09:00:00,1.0,1.0,48.0,0.0047191251564444375
48.0,2005-01-01 09:00:00,1.25,1.25,48.0,0.005250042105002615
48.0,2005-01-01 09:00:00,1.5,1.5,48.0,0.005612049189153552
48.0,2005-01-01 09:00:00,1.75,1.75,48.0,0.005777088181172522
48.0,2005-01-01 09:00:00,2.0,2.0,48.0,0.005834530629515178
48.0,2005-01-01 10:00:00,1.0,1.0,48.0,0.016400036164175513
48.0,2005-01-01 10:00:00,1.25,1.25,48.0,0.015032048090009766
48.0,2005-01-01 10:00:00,1.5,1.5,48.0,0.01692572997855853
48.0,2005-01-01 10:00:00,1.75,1.75,48.0,0.01861402068004518
48.0,2005-01-01 10:00:00,2.0,2.0,48.0,0.02013058377044064
48.0,2005-01-01 11:00:00,1.0,1.0,48.0,0.02456159172847312
48.0,2005-01-01 11:00:00,1.25,1.25,48.0,0.022725600755076358
48.0,2005-01-01 11:00:00,1.5,1.5,48.0,0.029331189604931144
48.0,2005-01-01 11:00:00,1.75,1.75,48.0,0.03339947324506278
48.0,2005-01-01 11:00:00,2.0,2.0,48.0,0.039936645284235545
48.0,2005-01-01 12:00:00,1.0,1.0,48.0,0.0910698910575348
48.0,2005-01-01 12:00:00,1.25,1.25,48.0,0.08459130498668758
48.0,2005-01-01 12:00:00,1.5,1.5,48.0,0.06593660987047
48.0,2005-01-01 12:00:00,1.75,1.75,48.0,0.04377303042392668
48.0,2005-01-01 12:00:00,2.0,2.0,48.0,0.029355707431035626
48.0,2005-01-01 13:00:00,1.0,1.0,48.0,0.06261744568714303
48.0,2005-01-01 13:00:00,1.25,1.25,48.0,0.06384026848184587
48.0,2005-01-01 13:00:00,1.5,1.5,48.0,0.059735011185441035
48.0,2005-01-01 13:00:00,1.75,1.75,48.0,0.05088570222580864
48.0,2005-01-01 13:00:00,2.0,2.0,48.0,0.04661666744131743
48.0,2005-01-01 14:00:00,1.0,1.0,48.0,0.04232219470395031
48.0,2005-01-01 14:00:00,1.25,1.25,48.0,0.051929058498283547
48.0,2005-01-01 14:00:00,1.5,1.5,48.0,0.06552100790221929
48.0,2005-01-01 14:00:00,1.75,1.75,48.0,0.07754294795888445
48.0,2005-01-01 14:00:00,2.0,2.0,48.0,0.08335587180773495
48.0,2005-01-01 15:00:00,1.0,1.0,48.0,0.018759494119211944
48.0,2005-01-01 15:00:00,1.25,1.25,48.0,0.0178257236894407
48.0,2005-01-01 15:00:00,1.5,1.5,48.0,0.017823638296975967
48.0,2005-01-01 15:00:00,1.75,1.75,48.0,0.02132696070297873
48.0,2005-01-01 15:00:00,2.0,2.0,48.0,0.02233511146656332
48.0,2005-01-01 16:00:00,1.0,1.0,48.0,0.008759975764912812
48.0,2005-01-01 16:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-01 16:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-01 16:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-01 16:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-01 17:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-01 17:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-01 17:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-01 17:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-01 17:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-01 18:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-01 18:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-01 18:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-01 18:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-01 18:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-01 19:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-01 19:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-01 19:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-01 19:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-01 19:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-01 20:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-01 20:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-01 20:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-01 20:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-01 20:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-01 21:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-01 21:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-01 21:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-01 21:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-01 21:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-01 22:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-01 22:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-01 22:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-01 22:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-01 22:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-01 23:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-01 23:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-01 23:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-01 23:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-01 23:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-02 00:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-02 00:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-02 00:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-02 00:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-02 00:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-02 01:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-02 01:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-02 01:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-02 01:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-02 01:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-02 02:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-02 02:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-02 02:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-02 02:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-02 02:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-02 03:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-02 03:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-02 03:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-02 03:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-02 03:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-02 04:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-02 04:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-02 04:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-02 04:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-02 04:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-02 05:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-02 05:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-02 05:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-02 05:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-02 05:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-02 06:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-02 06:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-02 06:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-02 06:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-02 06:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-02 07:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-02 07:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-02 07:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-02 07:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-02 07:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-02 08:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-02 08:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-02 08:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-02 08:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-02 08:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-02 09:00:00,1.0,1.0,48.0,0.015830668420807277
48.0,2005-01-02 09:00:00,1.25,1.25,48.0,0.015771670267114988
48.0,2005-01-02 09:00:00,1.5,1.5,48.0,0.01611248413022965
48.0,2005-01-02 09:00:00,1.75,1.75,48.0,0.016411791482896523
48.0,2005-01-02 09:00:00,2.0,2.0,48.0,0.016082972332549537
48.0,2005-01-02 10:00:00,1.0,1.0,48.0,0.10447257190184515
48.0,2005-01-02 10:00:00,1.25,1.25,48.0,0.09961709481925202
48.0,2005-01-02 10:00:00,1.5,1.5,48.0,0.09362284700680532
48.0,2005-01-02 10:00:00,1.75,1.75,48.0,0.0895508184733208
48.0,2005-01-02 10:00:00,2.0,2.0,48.0,0.08168109340915053
48.0,2005-01-02 11:00:00,1.0,1.0,48.0,0.24207199707472937
48.0,2005-01-02 11:00:00,1.25,1.25,48.0,0.22969155189017307
48.0,2005-01-02 11:00:00,1.5,1.5,48.0,0.2124574081043234
48.0,2005-01-02 11:00:00,1.75,1.75,48.0,0.19966679802568574
48.0,2005-01-02 11:00:00,2.0,2.0,48.0,0.18542919467788463
48.0,2005-01-02 12:00:00,1.0,1.0,48.0,0.3650490966170295
48.0,2005-01-02 12:00:00,1.25,1.25,48.0,0.3525803036352653
48.0,2005-01-02 12:00:00,1.5,1.5,48.0,0.33896063533923726
48.0,2005-01-02 12:00:00,1.75,1.75,48.0,0.3351829332232823
48.0,2005-01-02 12:00:00,2.0,2.0,48.0,0.3261730270031623
48.0,2005-01-02 13:00:00,1.0,1.0,48.0,0.4198760241645117
48.0,2005-01-02 13:00:00,1.25,1.25,48.0,0.4122452659770064
48.0,2005-01-02 13:00:00,1.5,1.5,48.0,0.3980185631687833
48.0,2005-01-02 13:00:00,1.75,1.75,48.0,0.39188272604001023
48.0,2005-01-02 13:00:00,2.0,2.0,48.0,0.38159067741445246
48.0,2005-01-02 14:00:00,1.0,1.0,48.0,0.433362120933583
48.0,2005-01-02 14:00:00,1.25,1.25,48.0,0.4245524959758856
48.0,2005-01-02 14:00:00,1.5,1.5,48.0,0.4109177500699402
48.0,2005-01-02 14:00:00,1.75,1.75,48.0,0.3907353667382812
48.0,2005-01-02 14:00:00,2.0,2.0,48.0,0.37894196486190906
48.0,2005-01-02 15:00:00,1.0,1.0,48.0,0.3622227471441275
48.0,2005-01-02 15:00:00,1.25,1.25,48.0,0.35883565193462774
48.0,2005-01-02 15:00:00,1.5,1.5,48.0,0.35660419355949813
48.0,2005-01-02 15:00:00,1.75,1.75,48.0,0.3599276186694458
48.0,2005-01-02 15:00:00,2.0,2.0,48.0,0.36181913437433705
48.0,2005-01-02 16:00:00,1.0,1.0,48.0,0.7507456105778101
48.0,2005-01-02 16:00:00,1.25,1.25,48.0,0.8227063602068166
48.0,2005-01-02 16:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-02 16:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-02 16:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-02 17:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-02 17:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-02 17:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-02 17:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-02 17:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-02 18:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-02 18:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-02 18:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-02 18:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-02 18:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-02 19:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-02 19:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-02 19:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-02 19:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-02 19:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-02 20:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-02 20:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-02 20:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-02 20:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-02 20:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-02 21:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-02 21:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-02 21:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-02 21:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-02 21:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-02 22:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-02 22:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-02 22:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-02 22:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-02 22:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-02 23:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-02 23:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-02 23:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-02 23:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-02 23:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-03 00:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-03 00:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-03 00:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-03 00:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-03 00:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-03 01:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-03 01:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-03 01:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-03 01:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-03 01:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-03 02:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-03 02:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-03 02:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-03 02:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-03 02:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-03 03:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-03 03:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-03 03:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-03 03:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-03 03:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-03 04:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-03 04:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-03 04:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-03 04:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-03 04:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-03 05:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-03 05:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-03 05:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-03 05:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-03 05:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-03 06:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-03 06:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-03 06:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-03 06:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-03 06:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-03 07:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-03 07:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-03 07:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-03 07:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-03 07:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-03 08:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-03 08:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-03 08:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-03 08:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-03 08:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-03 09:00:00,1.0,1.0,48.0,0.01998208697425447
48.0,2005-01-03 09:00:00,1.25,1.25,48.0,0.02013885518763198
48.0,2005-01-03 09:00:00,1.5,1.5,48.0,0.02066008003976084
48.0,2005-01-03 09:00:00,1.75,1.75,48.0,0.02158722198806618
48.0,2005-01-03 09:00:00,2.0,2.0,48.0,0.02226579510881024
48.0,2005-01-03 10:00:00,1.0,1.0,48.0,0.10777753255024827
48.0,2005-01-03 10:00:00,1.25,1.25,48.0,0.10217717544242841
48.0,2005-01-03 10:00:00,1.5,1.5,48.0,0.09705111985088126
48.0,2005-01-03 10:00:00,1.75,1.75,48.0,0.09150339866036625
48.0,2005-01-03 10:00:00,2.0,2.0,48.0,0.08882782090601014
48.0,2005-01-03 11:00:00,1.0,1.0,48.0,0.22578089367102847
48.0,2005-01-03 11:00:00,1.25,1.25,48.0,0.22356437500607398
48.0,2005-01-03 11:00:00,1.5,1.5,48.0,0.22356768517205317
48.0,2005-01-03 11:00:00,1.75,1.75,48.0,0.2154819488650316
48.0,2005-01-03 11:00:00,2.0,2.0,48.0,0.21447886360200646
48.0,2005-01-03 12:00:00,1.0,1.0,48.0,0.27936630386631667
48.0,2005-01-03 12:00:00,1.25,1.25,48.0,0.2868696336846096
48.0,2005-01-03 12:00:00,1.5,1.5,48.0,0.30130478310674685
48.0,2005-01-03 12:00:00,1.75,1.75,48.0,0.30604556426212826
48.0,2005-01-03 12:00:00,2.0,2.0,48.0,0.3175458141879674
48.0,2005-01-03 13:00:00,1.0,1.0,48.0,0.3748826509509609
48.0,2005-01-03 13:00:00,1.25,1.25,48.0,0.39089812373194277
48.0,2005-01-03 13:00:00,1.5,1.5,48.0,0.4138509849748832
48.0,2005-01-03 13:00:00,1.75,1.75,48.0,0.42282766287272516
48.0,2005-01-03 13:00:00,2.0,2.0,48.0,0.4328162633552339
48.0,2005-01-03 14:00:00,1.0,1.0,48.0,0.314073994710285
48.0,2005-01-03 14:00:00,1.25,1.25,48.0,0.29279498017909417
48.0,2005-01-03 14:00:00,1.5,1.5,48.0,0.2804937212147958
48.0,2005-01-03 14:00:00,1.75,1.75,48.0,0.28364546032238613
48.0,2005-01-03 14:00:00,2.0,2.0,48.0,0.28410393544567974
48.0,2005-01-03 15:00:00,1.0,1.0,48.0,0.25693664020331053
48.0,2005-01-03 15:00:00,1.25,1.25,48.0,0.24750274269499148
48.0,2005-01-03 15:00:00,1.5,1.5,48.0,0.2480507789714133
48.0,2005-01-03 15:00:00,1.75,1.75,48.0,0.23839740134661258
48.0,2005-01-03 15:00:00,2.0,2.0,48.0,0.23397610885273748
48.0,2005-01-03 16:00:00,1.0,1.0,48.0,0.37641145634631223
48.0,2005-01-03 16:00:00,1.25,1.25,48.0,0.3923393939133913
48.0,2005-01-03 16:00:00,1.5,1.5,48.0,0.4693613057979059
48.0,2005-01-03 16:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-03 16:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-03 17:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-03 17:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-03 17:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-03 17:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-03 17:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-03 18:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-03 18:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-03 18:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-03 18:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-03 18:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-03 19:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-03 19:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-03 19:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-03 19:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-03 19:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-03 20:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-03 20:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-03 20:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-03 20:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-03 20:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-03 21:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-03 21:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-03 21:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-03 21:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-03 21:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-03 22:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-03 22:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-03 22:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-03 22:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-03 22:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-03 23:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-03 23:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-03 23:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-03 23:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-03 23:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-04 00:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-04 00:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-04 00:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-04 00:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-04 00:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-04 01:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-04 01:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-04 01:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-04 01:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-04 01:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-04 02:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-04 02:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-04 02:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-04 02:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-04 02:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-04 03:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-04 03:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-04 03:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-04 03:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-04 03:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-04 04:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-04 04:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-04 04:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-04 04:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-04 04:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-04 05:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-04 05:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-04 05:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-04 05:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-04 05:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-04 06:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-04 06:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-04 06:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-04 06:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-04 06:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-04 07:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-04 07:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-04 07:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-04 07:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-04 07:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-04 08:00:00,1.0,1.0,48.0,0.0
48.0,2005-01-04 08:00:00,1.25,1.25,48.0,0.0
48.0,2005-01-04 08:00:00,1.5,1.5,48.0,0.0
48.0,2005-01-04 08:00:00,1.75,1.75,48.0,0.0
48.0,2005-01-04 08:00:00,2.0,2.0,48.0,0.0
48.0,2005-01-04 09:00:00,1.0,1.0,48.0,0.022461837011800278
