time,y,x,lon,lat,windwpd
2010-07-01 00:30:00,35.0,138.75,138.75,35.0,66.65265
2010-07-01 00:30:00,35.0,139.375,139.375,35.0,160.12369
2010-07-01 00:30:00,35.5,138.75,138.75,35.5,11.40101
2010-07-01 00:30:00,35.5,139.375,139.375,35.5,65.33937
2010-07-01 00:30:00,36.0,138.75,138.75,36.0,0.42476445
2010-07-01 00:30:00,36.0,139.375,139.375,36.0,8.158394
