time,y,x,lon,lat,wind
2005-01-01 06:00:00,46.25,1.25,1.25,46.25,0.09642892446569973
2005-01-01 06:00:00,46.25,1.5,1.5,46.25,0.09879523950017224
2005-01-01 06:00:00,46.25,1.75,1.75,46.25,0.1108773754809615
2005-01-01 06:00:00,46.25,2.0,2.0,46.25,0.12286808817227886
2005-01-01 06:00:00,46.0,1.0,1.0,46.0,0.07601466088042715
2005-01-01 06:00:00,46.0,1.25,1.25,46.0,0.07436400661260731
2005-01-01 06:00:00,46.0,1.5,1.5,46.0,0.06696802675005563
2005-01-01 06:00:00,46.0,1.75,1.75,46.0,0.08427232912594758
2005-01-01 06:00:00,46.0,2.0,2.0,46.0,0.09964507826337188
2005-01-01 07:00:00,48.0,1.0,1.0,48.0,0.10376643732261089
2005-01-01 07:00:00,48.0,1.25,1.25,48.0,0.09478660398054106
2005-01-01 07:00:00,48.0,1.5,1.5,48.0,0.07061140598521545
2005-01-01 07:00:00,48.0,1.75,1.75,48.0,0.05412449516941763
2005-01-01 07:00:00,48.0,2.0,2.0,48.0,0.04046685787440775
2005-01-01 07:00:00,47.75,1.0,1.0,47.75,0.11871929445138338
2005-01-01 07:00:00,47.75,1.25,1.25,47.75,0.10879149001311278
2005-01-01 07:00:00,47.75,1.5,1.5,47.75,0.08295360562662112
2005-01-01 07:00:00,47.75,1.75,1.75,47.75,0.06633791003958327
2005-01-01 07:00:00,47.75,2.0,2.0,47.75,0.05082965025477985
2005-01-01 07:00:00,47.5,1.0,1.0,47.5,0.12865989111276305
2005-01-01 07:00:00,47.5,1.25,1.25,47.5,0.12346122751241151
2005-01-01 07:00:00,47.5,1.5,1.5,47.5,0.1019970989551919
2005-01-01 07:00:00,47.5,1.75,1.75,47.5,0.08206501730157771
2005-01-01 07:00:00,47.5,2.0,2.0,47.5,0.0665052489063033
2005-01-01 07:00:00,47.25,1.0,1.0,47.25,0.14730954238732868
2005-01-01 07:00:00,47.25,1.25,1.25,47.25,0.14124491231097264
2005-01-01 07:00:00,47.25,1.5,1.5,47.25,0.12645588121091486
2005-01-01 07:00:00,47.25,1.75,1.75,47.25,0.11803318067994262
2005-01-01 07:00:00,47.25,2.0,2.0,47.25,0.09622422413163029
2005-01-01 07:00:00,47.0,1.0,1.0,47.0,0.14850940136800955
2005-01-01 07:00:00,47.0,1.25,1.25,47.0,0.14769827231071025
2005-01-01 07:00:00,47.0,1.5,1.5,47.0,0.150071618319615
2005-01-01 07:00:00,47.0,1.75,1.75,47.0,0.1402705499763934
2005-01-01 07:00:00,47.0,2.0,2.0,47.0,0.13649522753754958
2005-01-01 07:00:00,46.75,1.0,1.0,46.75,0.12176330590135158
2005-01-01 07:00:00,46.75,1.25,1.25,46.75,0.11791172465876266
2005-01-01 07:00:00,46.75,1.5,1.5,46.75,0.12498964990841738
2005-01-01 07:00:00,46.75,1.75,1.75,46.75,0.1362290844090284
2005-01-01 07:00:00,46.75,2.0,2.0,46.75,0.1494274418445914
2005-01-01 07:00:00,46.5,1.0,1.0,46.5,0.11097725602665656
2005-01-01 07:00:00,46.5,1.25,1.25,46.5,0.10943399782845392
2005-01-01 07:00:00,46.5,1.5,1.5,46.5,0.11410926312361824
2005-01-01 07:00:00,46.5,1.75,1.75,46.5,0.12667810499615934
2005-01-01 07:00:00,46.5,2.0,2.0,46.5,0.1327194149435389
2005-01-01 07:00:00,46.25,1.0,1.0,46.25,0.09792975652688742
2005-01-01 07:00:00,46.25,1.25,1.25,46.25,0.09524177051597289
2005-01-01 07:00:00,46.25,1.5,1.5,46.25,0.09462581494616301
2005-01-01 07:00:00,46.25,1.75,1.75,46.25,0.10677613305285953
2005-01-01 07:00:00,46.25,2.0,2.0,46.25,0.11988893372750953
2005-01-01 07:00:00,46.0,1.0,1.0,46.0,0.07934146386593059
2005-01-01 07:00:00,46.0,1.25,1.25,46.0,0.0752697100642074
2005-01-01 07:00:00,46.0,1.5,1.5,46.0,0.06614705870621283
2005-01-01 07:00:00,46.0,1.75,1.75,46.0,0.08387432833950244
2005-01-01 07:00:00,46.0,2.0,2.0,46.0,0.10040345335746244
2005-01-01 08:00:00,48.0,1.0,1.0,48.0,0.12814125741691926
2005-01-01 08:00:00,48.0,1.25,1.25,48.0,0.1120438385202908
2005-01-01 08:00:00,48.0,1.5,1.5,48.0,0.0912678719371693
2005-01-01 08:00:00,48.0,1.75,1.75,48.0,0.07137088856349434
2005-01-01 08:00:00,48.0,2.0,2.0,48.0,0.06148222604265067
2005-01-01 08:00:00,47.75,1.0,1.0,47.75,0.13195953295028998
