time,y,x,lon,lat,wind
2010-07-01 00:30:00,35.0,138.75,138.75,35.0,0.08232222280737533
2010-07-01 00:30:00,35.0,139.375,139.375,35.0,0.20032583710176236
2010-07-01 00:30:00,35.5,138.75,138.75,35.5,0.01580369197586097
2010-07-01 00:30:00,35.5,139.375,139.375,35.5,0.07699983045165214
2010-07-01 00:30:00,36.0,138.75,138.75,36.0,0.002292147220101406
2010-07-01 00:30:00,36.0,139.375,139.375,36.0,0.01120574022320928
